"","z1","z2","z3","z4","z5","m11","m12","m13","m14","m15","m21","m22","m23","m24","m25","a11","a12","a13","a14","a15","a21","a22","a23","a24","a25","a31","a32","a33","a34","a35","obj cost","yield","test cost","mod cost","RR disease 1","RR disease 2","RR disease 3","RR disease 4"
"130",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8004415.125,74917.7325,975000,0,0.001,3e-06,2e-04,1e-05
"131",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8858665.68,11983.3488,156000,0,0.001,1.2e-05,2e-04,2e-05
"132",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7863080.805,86901.0813,1131000,0,0.001,4.24106786229368e-06,2e-04,1.13789642914374e-05
"133",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9368124.28,7991.2248,104000,0,0.001,3e-06,2e-04,5e-04
"134",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8372539.405,82908.9573,1079000,0,0.001,3e-06,2e-04,5.72289156626506e-05
"135",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9226789.96,19974.5736,260000,0,0.001,8.39937128870677e-06,2e-04,0.000212033531268973
"136",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8231205.085,94892.3061,1235000,0,0.001,4.13655304241784e-06,2e-04,5.25275115112836e-05
"137",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10624413.21,3995.4186,52000,0,0.001,4.5e-06,0.004,1e-05
"138",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9628828.335,78913.1511,1027000,0,0.001,3.07594586981333e-06,0.000392396203527095,1e-05
"139",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,10483078.89,15978.7674,208000,0,0.001,1.01246588832628e-05,0.00115017283248018,1.74995451776837e-05
"140",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9487494.015,90896.4999,1183000,0,0.001,4.25244940372011e-06,0.000367031631544704,1.13183509610583e-05
"141",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10992537.49,11986.6434,156000,0,0.001,3.49998383200422e-06,0.001466625707744,0.000336671948211957
"142",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9996952.615,86904.3759,1131000,0,0.001,3.0689623259811e-06,0.000374704559152124,5.50575717442095e-05
"143",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,10851203.17,23969.9922,312000,0,0.001,7.74940776576474e-06,0.000833399900730881,0.000178357736887374
"144",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,9855618.295,98887.7247,1287000,0,0.001,4.15123760249689e-06,0.000353533623369939,5.08092475809588e-05
"145",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9148325.535,998.9031,13000,0,0.009,3e-06,2e-04,1e-05
"146",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8152740.66,75916.6356,988000,0,0.00110526315789474,3e-06,2e-04,1e-05
"147",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9006991.215,12982.2519,169000,0,0.00161554997249745,1.13075062809404e-05,2e-04,1.92305625343782e-05
"148",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8011406.34,87899.9844,1144000,0,0.00109091269872853,4.22696425871038e-06,2e-04,1.13632936207893e-05
"149",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9516449.815,8990.1279,117000,0,0.00188888888888889,3e-06,2e-04,0.000445555555555556
"150",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,8520864.94,83907.8604,1092000,0,0.0010952380952381,3e-06,2e-04,5.66666666666667e-05
"151",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,9375115.495,20973.4767,273000,0,0.00138101574261171,8.14221560605639e-06,2e-04,0.000202411286775359
"152",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,8379530.62,95891.2092,1248000,0,0.00108333636489381,4.12471351753483e-06,2e-04,5.20845004841174e-05
"153",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10772738.745,4994.3217,65000,0,0.00260006208650917,4.19998835877954e-06,0.00323997050890815,1e-05
"154",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9777153.87,79912.0542,1040000,0,0.0011000002425166,3.0749965441384e-06,0.000389991245150597,1e-05
"155",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,10631404.425,16977.6705,221000,0,0.00147069029876625,9.70547040596648e-06,0.00109426819068022,1.70582997826469e-05
"156",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,9635819.55,91895.403,1196000,0,0.00108696000604078,4.23883527775595e-06,0.000365215997583688,1.13040204851161e-05
"157",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,11140863.025,12985.5465,169000,0,0.00161539379956015,3.46152296324225e-06,0.00136919150688036,0.000311542961784473
"158",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,10145278.15,87903.279,1144000,0,0.00109090929133599,3.06817866145813e-06,0.000372719275693914,5.45455527546362e-05
"159",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,10999528.705,24968.8953,325000,0,0.00132004719087432,7.55940343904603e-06,0.000808060168364757,0.000171622434293278
"160",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,10003943.83,99886.6278,1300000,0,0.00108000294910346,4.13972480208207e-06,0.000351998230537922,5.04011400613126e-05
"161",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9e+06,0,0,0,NA,NA,NA,NA
"162",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7618540.125,74917.7325,975000,450000,8e-04,3e-06,0.00014,6e-06
"163",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8791117.68,11983.3488,156000,72000,8e-04,1.2e-05,0.00014,1.2e-05
"164",1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7409657.805,86901.0813,1131000,522000,8e-04,4.24106786229368e-06,0.00014,6.82737857486245e-06
"165",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9137236.28,7991.2248,104000,48000,8e-04,3e-06,0.00014,3e-04
"166",1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7755776.405,82908.9573,1079000,498000,8e-04,3e-06,0.00014,3.43373493975904e-05
"167",0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8928353.96,19974.5736,260000,120000,8e-04,8.39937128870677e-06,0.00014,0.000127220118761384
"168",1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7546894.085,94892.3061,1235000,570000,8e-04,4.13655304241784e-06,0.00014,3.15165069067702e-05
"169",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10100637.21,3995.4186,52000,24000,8e-04,4.5e-06,0.0028,6e-06
"170",1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8719177.335,78913.1511,1027000,474000,8e-04,3.07594586981333e-06,0.000274677342468966,6e-06
"171",0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9891754.89,15978.7674,208000,96000,8e-04,1.01246588832628e-05,0.000805120982736128,1.04997271066102e-05
"172",1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8510295.015,90896.4999,1183000,546000,8e-04,4.25244940372011e-06,0.000256922142081293,6.79101057663497e-06
"173",0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10237873.49,11986.6434,156000,72000,8e-04,3.49998383200422e-06,0.0010266379954208,0.000202003168927174
"174",1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8856413.615,86904.3759,1131000,522000,8e-04,3.0689623259811e-06,0.000262293191406487,3.30345430465257e-05
"175",0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,10028991.17,23969.9922,312000,144000,8e-04,7.74940776576474e-06,0.000583379930511617,0.000107014642132424
"176",1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,8647531.295,98887.7247,1287000,594000,8e-04,4.15123760249689e-06,0.000247473536358957,3.04855485485753e-05
"177",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9110860.535,998.9031,13000,6000,0.0072,3e-06,0.00014,6e-06
"178",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7729400.66,75916.6356,988000,456000,0.00088421052631579,3e-06,0.00014,6e-06
"179",0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8901978.215,12982.2519,169000,78000,0.00129243997799796,1.13075062809404e-05,0.00014,1.15383375206269e-05
"180",1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7520518.34,87899.9844,1144000,528000,0.000872730158982827,4.22696425871038e-06,0.00014,6.81797617247359e-06
"181",0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9248096.815,8990.1279,117000,54000,0.00151111111111111,3e-06,0.00014,0.000267333333333333
"182",1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7866636.94,83907.8604,1092000,504000,0.000876190476190476,3e-06,0.00014,3.4e-05
"183",0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,9039214.495,20973.4767,273000,126000,0.00110481259408937,8.14221560605639e-06,0.00014,0.000121446772065215
"184",1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,7657754.62,95891.2092,1248000,576000,0.000866669091915049,4.12471351753483e-06,0.00014,3.12507002904704e-05
"185",0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10211497.745,4994.3217,65000,30000,0.00208004966920733,4.19998835877954e-06,0.0022679793562357,6e-06
"186",1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8830037.87,79912.0542,1040000,480000,0.000880000194013283,3.0749965441384e-06,0.000272993871605418,6e-06
"187",0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,10002615.425,16977.6705,221000,102000,0.001176552239013,9.70547040596648e-06,0.000765987733476156,1.02349798695881e-05
"188",1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,8621155.55,91895.403,1196000,552000,0.000869568004832625,4.23883527775595e-06,0.000255651198308581,6.78241229106966e-06
"189",0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,10348734.025,12985.5465,169000,78000,0.00129231503964812,3.46152296324225e-06,0.000958434054816253,0.000186925777070684
"190",1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8967274.15,87903.279,1144000,528000,0.000872727433068794,3.06817866145813e-06,0.000260903492985739,3.27273316527817e-05
"191",0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,10139851.705,24968.8953,325000,150000,0.00105603775269946,7.55940343904603e-06,0.00056564211785533,0.000102973460575967
"192",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,8758391.83,99886.6278,1300000,6e+05,0.000864002359282771,4.13972480208207e-06,0.000246398761376545,3.02406840367875e-05
"193",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9e+06,0,0,0,NA,NA,NA,NA
"194",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9654971.625,74917.7325,975000,3300000,0.001,6.00000000000001e-08,8.00000000000001e-06,4e-06
"195",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9111185.04,11983.3488,156000,528000,0.001,2.4e-07,8.00000000000001e-06,8e-06
"196",1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9766156.665,86901.0813,1131000,3828000,0.001,8.48213572458737e-08,8.00000000000001e-06,4.55158571657497e-06
"197",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9259591.64,7991.2248,104000,352000,0.001,6.00000000000001e-08,8.00000000000001e-06,2e-04
"198",1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9914563.265,82908.9573,1079000,3652000,0.001,6.00000000000001e-08,8.00000000000001e-06,2.28915662650602e-05
"199",0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9370776.68,19974.5736,260000,880000,0.001,1.67987425774135e-07,8.00000000000001e-06,8.48134125075892e-05
"200",1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10025748.305,94892.3061,1235000,4180000,0.001,8.27310608483569e-08,8.00000000000001e-06,2.10110046045135e-05
"201",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9102056.93,3995.4186,52000,176000,0.001,9.00000000000001e-08,0.00016,4e-06
"202",1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9757028.555,78913.1511,1027000,3476000,0.001,6.15189173962666e-08,1.56958481410838e-05,4e-06
"203",0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9213241.97,15978.7674,208000,704000,0.001,2.02493177665256e-07,4.60069132992073e-05,6.99981807107349e-06
"204",1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9868213.595,90896.4999,1183000,4004000,0.001,8.50489880744023e-08,1.46812652617882e-05,4.52734038442332e-06
"205",0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9361648.57,11986.6434,156000,528000,0.001,6.99996766400844e-08,5.86650283097602e-05,0.000134668779284783
"206",1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10016620.195,86904.3759,1131000,3828000,0.001,6.13792465196221e-08,1.4988182366085e-05,2.20230286976838e-05
"207",0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,9472833.61,23969.9922,312000,1056000,0.001,1.54988155315295e-07,3.33359960292353e-05,7.13430947549495e-05
"208",1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,10127805.235,98887.7247,1287000,4356000,0.001,8.30247520499378e-08,1.41413449347976e-05,2.03236990323835e-05
"209",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9170332.955,998.9031,13000,44000,0.009,6.00000000000001e-08,8.00000000000001e-06,4e-06
"210",1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9825304.58,75916.6356,988000,3344000,0.00110526315789474,6.00000000000001e-08,8.00000000000001e-06,4e-06
"211",0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9281517.995,12982.2519,169000,572000,0.00161554997249745,2.26150125618808e-07,8.00000000000001e-06,7.69222501375128e-06
"212",1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9936489.62,87899.9844,1144000,3872000,0.00109091269872853,8.45392851742077e-08,8.00000000000001e-06,4.54531744831573e-06
"213",0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9429924.595,8990.1279,117000,396000,0.00188888888888889,6.00000000000001e-08,8.00000000000001e-06,0.000178222222222222
"214",1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,10084896.22,83907.8604,1092000,3696000,0.0010952380952381,6.00000000000001e-08,8.00000000000001e-06,2.26666666666667e-05
"215",0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,9541109.635,20973.4767,273000,924000,0.00138101574261171,1.62844312121128e-07,8.00000000000001e-06,8.09645147101434e-05
"216",1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,10196081.26,95891.2092,1248000,4224000,0.00108333636489381,8.24942703506967e-08,8.00000000000001e-06,2.08338001936469e-05
"217",0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9272389.885,4994.3217,65000,220000,0.00260006208650917,8.39997671755908e-08,0.000129598820356326,4e-06
"218",1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9927361.51,79912.0542,1040000,3520000,0.0011000002425166,6.1499930882768e-08,1.55996498060239e-05,4e-06
"219",0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,9383574.925,16977.6705,221000,748000,0.00147069029876625,1.9410940811933e-07,4.3770727627209e-05,6.82331991305875e-06
"220",1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,10038546.55,91895.403,1196000,4048000,0.00108696000604078,8.47767055551191e-08,1.46086399033475e-05,4.52160819404644e-06
"221",0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,9531981.525,12985.5465,169000,572000,0.00161539379956015,6.92304592648451e-08,5.47676602752145e-05,0.000124617184713789
"222",1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,10186953.15,87903.279,1144000,3872000,0.00109090929133599,6.13635732291626e-08,1.49087710277566e-05,2.18182211018545e-05
"223",0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,9643166.565,24968.8953,325000,1100000,0.00132004719087432,1.51188068780921e-07,3.23224067345903e-05,6.86489737173114e-05
"224",1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,10298138.19,99886.6278,1300000,4400000,0.00108000294910346,8.27944960416415e-08,1.40799292215169e-05,2.0160456024525e-05
"225",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9e+06,0,0,0,NA,NA,NA,NA
"226",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9767588.625,74917.7325,975000,3750000,8e-04,6.00000000000001e-08,5.6e-06,2.4e-06
"227",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9126880.56,11983.3488,156000,6e+05,8e-04,2.4e-07,5.6e-06,4.8e-06
"228",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9894469.185,86901.0813,1131000,4350000,8e-04,8.48213572458737e-08,5.6e-06,2.73095142994498e-06
"229",0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9195712.92,7991.2248,104000,4e+05,8e-04,6.00000000000001e-08,5.6e-06,0.00012
"230",1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9963301.545,82908.9573,1079000,4150000,8e-04,6.00000000000001e-08,5.6e-06,1.37349397590361e-05
"231",0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9322593.48,19974.5736,260000,1e+06,8e-04,1.67987425774135e-07,5.60000000000001e-06,5.08880475045535e-05
"232",1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10090182.105,94892.3061,1235000,4750000,8e-04,8.27310608483569e-08,5.6e-06,1.26066027627081e-05
"233",0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9087935.33,3995.4186,52000,2e+05,8e-04,9.00000000000001e-08,0.000112,2.4e-06
"234",1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9855523.955,78913.1511,1027000,3950000,8e-04,6.15189173962666e-08,1.09870936987587e-05,2.4e-06
"235",0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9214815.89,15978.7674,208000,8e+05,8e-04,2.02493177665256e-07,3.22048393094451e-05,4.1998908426441e-06
"236",1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9982404.515,90896.4999,1183000,4550000,8e-04,8.50489880744023e-08,1.02768856832517e-05,2.71640423065399e-06
"237",0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9283648.25,11986.6434,156000,6e+05,8e-04,6.99996766400844e-08,4.10655198168322e-05,8.08012675708698e-05
"238",1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10051236.875,86904.3759,1131000,4350000,8e-04,6.13792465196221e-08,1.04917276562595e-05,1.32138172186103e-05
"239",0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,9410528.81,23969.9922,312000,1200000,8e-04,1.54988155315295e-07,2.33351972204647e-05,4.28058568529697e-05
"240",1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,10178117.435,98887.7247,1287000,4950000,8e-04,8.30247520499378e-08,9.8989414543583e-06,1.21942194194301e-05
"241",0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9139514.515,998.9031,13000,50000,0.0072,6.00000000000001e-08,5.6e-06,2.4e-06
"242",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9907103.14,75916.6356,988000,3800000,0.00088421052631579,6.00000000000001e-08,5.6e-06,2.4e-06
"243",0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9266395.075,12982.2519,169000,650000,0.00129243997799796,2.26150125618808e-07,5.60000000000001e-06,4.61533500825077e-06
"244",1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10033983.7,87899.9844,1144000,4400000,0.000872730158982827,8.45392851742077e-08,5.6e-06,2.72719046898944e-06
"245",0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9335227.435,8990.1279,117000,450000,0.00151111111111111,6.00000000000001e-08,5.6e-06,0.000106933333333333
"246",1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,10102816.06,83907.8604,1092000,4200000,0.000876190476190476,6.00000000000001e-08,5.6e-06,1.36e-05
"247",0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,9462107.995,20973.4767,273000,1050000,0.00110481259408937,1.62844312121128e-07,5.60000000000001e-06,4.8578708826086e-05
"248",1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,10229696.62,95891.2092,1248000,4800000,0.000866669091915049,8.24942703506967e-08,5.6e-06,1.25002801161882e-05
"249",0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9227449.845,4994.3217,65000,250000,0.00208004966920733,8.39997671755908e-08,9.07191742494282e-05,2.4e-06
